"","subid","duration","summary","summary_coded","yob","gender","ethnicity","religion","comments","subid_char","character","capacity","response","response_num"
"3265","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","get sad","NO",0
"3266","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","get lonely","NO",0
"3267","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","love someone","NO",0
"3268","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","feel hungry","NO",0
"3269","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","see","YES",1
"3270","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","hate someone","NO",0
"3271","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","figure things out","YES",1
"3272","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","please select no","NO",0
"3273","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","hear","YES",1
"3274","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","feel sick","NO",0
"3275","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","think","KINDA",0.5
"3276","R-3g5TEvxZ9erv2ui","361","I rated beetles and robots on whether they could have a variety of mental traits.","1","1971","m","white","christianity","The AC measure on this page is a good one, better than most. In the past few weeks researchers have instituted a whole variety of new AC measures, and  some of them are quite simply horrible and even undermine the actual core of the study at times. (Some are good though.)","R-3g5TEvxZ9erv2ui_robots","robots","feel happy","NO",0
"3277","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","get scared","KINDA",0.5
"3278","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","hate someone","YES",1
"3279","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","get lonely","KINDA",0.5
"3280","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","hear","KINDA",0.5
"3281","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","please select no","NO",0
"3282","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","get sad","KINDA",0.5
"3283","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","remember things","YES",1
"3284","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","get thirsty","KINDA",0.5
"3285","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","feel tired","KINDA",0.5
"3286","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","figure things out","KINDA",0.5
"3287","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","smell things","KINDA",0.5
"3288","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","feel happy","YES",1
"3289","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","see","KINDA",0.5
"3290","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","love someone","YES",1
"3291","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","feel sick","KINDA",0.5
"3292","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","please click kinda","KINDA",0.5
"3293","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","know stuff","YES",1
"3294","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","feel sorry","KINDA",0.5
"3295","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","think","KINDA",0.5
"3296","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","feel hungry","KINDA",0.5
"3297","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_robots","robots","please choose yes","YES",1
"3298","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","feel hungry","KINDA",0.5
"3299","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","think","KINDA",0.5
"3300","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","feel sorry","KINDA",0.5
"3301","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","know stuff","YES",1
"3302","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","please click kinda","KINDA",0.5
"3303","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","feel sick","YES",1
"3304","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","love someone","YES",1
"3305","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","please choose yes","YES",1
"3306","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","see","KINDA",0.5
"3307","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","feel happy","YES",1
"3308","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","smell things","KINDA",0.5
"3309","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","figure things out","YES",1
"3310","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","feel tired","KINDA",0.5
"3311","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","get thirsty","KINDA",0.5
"3312","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","remember things","KINDA",0.5
"3313","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","get sad","KINDA",0.5
"3314","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","please select no","NO",0
"3315","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","hear","KINDA",0.5
"3316","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","get lonely","YES",1
"3317","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","hate someone","YES",1
"3318","R-3GcTytzbHwKygFX","107","I clicked on the aspects I felt robots and beetles could feel and think","1","1981","m","white","prefno","","R-3GcTytzbHwKygFX_beetles","beetles","get scared","YES",1
"3319","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","love someone","NO",0
"3320","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","hear","YES",1
"3321","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","feel sorry","NO",0
"3322","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","get sad","NO",0
"3323","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","please select no","NO",0
"3324","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","remember things","YES",1
"3325","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","hate someone","NO",0
"3326","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","get lonely","NO",0
"3327","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","feel tired","NO",0
"3328","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","figure things out","YES",1
"3329","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","get scared","NO",0
"3330","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","see","YES",1
"3331","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","feel sick","NO",0
"3332","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","get thirsty","NO",0
"3333","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","smell things","KINDA",0.5
"3334","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","please click kinda","KINDA",0.5
"3335","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","know stuff","YES",1
"3336","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","feel happy","NO",0
"3337","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","feel hungry","NO",0
"3338","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","think","YES",1
"3339","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_robots","robots","please choose yes","YES",1
"3340","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","think","YES",1
"3341","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","feel hungry","YES",1
"3342","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","feel happy","KINDA",0.5
"3343","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","know stuff","YES",1
"3344","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","please click kinda","KINDA",0.5
"3345","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","smell things","YES",1
"3346","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","get thirsty","YES",1
"3347","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","please choose yes","YES",1
"3348","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","feel sick","YES",1
"3349","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","see","YES",1
"3350","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","get scared","YES",1
"3351","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","figure things out","YES",1
"3352","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","feel tired","YES",1
"3353","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","get lonely","KINDA",0.5
"3354","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","hate someone","NO",0
"3355","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","remember things","YES",1
"3356","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","please select no","NO",0
"3357","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","get sad","NO",0
"3358","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","feel sorry","NO",0
"3359","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","hear","YES",1
"3360","R-3gDqP1sKwkoeoTv","509","I answered some questions about robots and beetles.","1","1989","m","white","christianity","","R-3gDqP1sKwkoeoTv_beetles","beetles","love someone","NO",0
"3361","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","figure things out","YES",1
"3362","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","get sad","KINDA",0.5
"3363","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","get lonely","YES",1
"3364","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","hate someone","YES",1
"3365","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","please select no","NO",0
"3366","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","feel happy","KINDA",0.5
"3367","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","feel hungry","YES",1
"3368","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","know stuff","YES",1
"3369","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","love someone","KINDA",0.5
"3370","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","get thirsty","YES",1
"3371","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","get scared","YES",1
"3372","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","think","YES",1
"3373","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","remember things","YES",1
"3374","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","hear","KINDA",0.5
"3375","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","feel sick","YES",1
"3376","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","please click kinda","KINDA",0.5
"3377","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","feel sorry","NO",0
"3378","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","see","YES",1
"3379","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","feel tired","YES",1
"3380","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","smell things","KINDA",0.5
"3381","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_beetles","beetles","please choose yes","YES",1
"3382","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","smell things","NO",0
"3383","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","feel tired","KINDA",0.5
"3384","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","see","YES",1
"3385","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","feel sorry","KINDA",0.5
"3386","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","please click kinda","KINDA",0.5
"3387","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","feel sick","NO",0
"3388","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","hear","YES",1
"3389","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","please choose yes","YES",1
"3390","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","remember things","YES",1
"3391","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","think","YES",1
"3392","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","get scared","NO",0
"3393","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","get thirsty","NO",0
"3394","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","love someone","KINDA",0.5
"3395","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","know stuff","YES",1
"3396","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","feel hungry","NO",0
"3397","R-3gL2sT4oqhCXPKB","200","I filled out Yes/No/Kinda questions regarding a Beetle and a Robot.","1","1987","m","white","not_religious","No problems.","R-3gL2sT4oqhCXPKB_robots","robots","feel happy","KINDA",0.5
