trialNum,bgColor,capacity,capWording,response,responseNum,hoverTime,rt,character,charWording,subid,sessionDuration,testingSite,experimenter,trialComments,sessionComments,run,age,gender,bilingual,languages,ethnicity
39,#3eeaef,calm,feel calm,yes,1,0,3928,beetle,a beetle,K05,4.3971,NA,NA,NA,NA,run_01,6.919444444,f,no,english,south or southeast asian
40,#fdcc93,intentions,make plans,kinda,0.5,0,4505,beetle,a beetle,K05,4.3971,NA,NA,NA,NA,run_01,6.919444444,f,no,english,south or southeast asian
1,#e3df8e,guilt,feel guilty,no,0,0,7945,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
2,#5ef2da,disrespected,get hurt feelings,yes,1,1782,6518,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
3,#e3d3af,nauseated,feel sick -- like when you feel like you might throw up,no,0,0,12196,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
4,#a9f2ce,communicating,communicate with somebody else,kinda,0.5,1008,13493,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
5,#84eced,desires,have desires -- like when you really want something,yes,1,0,11052,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
6,#ead1ec,computations,do math,no,0,0,3446,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
7,#a7dcf9,emo_recog,understand how somebody else is feeling,kinda,0.5,0,8919,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
8,#dee7bc,tired,feel tired,yes,1,0,4175,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
9,#f0d27e,thoughts,have thoughts,yes,1,0,7912,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
10,#fdcc93,reasoning,figure out how to do things,kinda,0.5,0,7703,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
11,#bce98d,pride,feel proud,kinda,0.5,0,8710,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
12,#e3dbc8,love,feel love,no,0,0,5275,beetle,a beetle,K06,5.878383333,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
13,#d5d0fa,depth,sense whether something is close by or far away,no,0,170,10546,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
14,#79e3f9,embarrassed,feel embarrassed,no,0,34354,10600,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
15,#f0d9a2,pleasure,feel pleasure -- like when something feels really good,kinda,0.5,31697,16970,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
16,#97eca5,sounds,hear sounds,yes,1,3384,5632,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
17,#8cf2c3,beliefs,have beliefs -- like when you think something is true,no,0,97366,13750,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
18,#cae5a1,choices,make choices,yes,1,2846,5610,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
19,#f2cdb9,odors,smell things,yes,1,44362,7753,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
20,#dedfa2,recognizing,recognize somebody else,yes,1,15121,11205,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
21,#bae6c8,free_will,decide what to do,yes,1,6619,6661,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
22,#d0d9ae,intentions,make plans,yes,1,6162,5104,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
23,#64f8f4,remembering,remember things,kinda,0.5,2310,4800,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
24,#a9e7e4,safe,feel safe,yes,1,232,5682,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
25,#3eeaef,morality,know what's nice and what's mean,no,0,7721,9779,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
26,#fddbd0,seeing,see things,yes,1,188,6144,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
27,#d1e48e,personality,have a personality -- like when someone is shy and somebody else is silly,kinda,0.5,51065,16279,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
28,#bfd6fa,depressed,feel sad,yes,1,279,3766,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
29,#b5eaa1,calm,feel calm,yes,1,3,3964,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
30,#94ebda,joy,feel joy,yes,1,1,4592,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
31,#f2e1bc,self_aware,be aware of itself,yes,1,1685,4162,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
32,#fde096,fear,feel scared,kinda,0.5,875,4304,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
33,#c3e5b5,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,yes,1,79911,11395,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
34,#cde8e2,angry,get angry,yes,1,0,3972,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
35,#9be4c0,hungry,get hungry,yes,1,1224,2900,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
36,#d2dcee,temperature,sense temperatures,kinda,0.5,16915,8924,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
37,#d0e0c8,goal,have goals -- like when you're working hard to do something or make something happen,yes,1,981265,31857,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
38,#c2e9f5,happy,feel happy,yes,1,4,3146,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
39,#aceab4,pain,feel pain,yes,1,5,3061,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
40,#f3d0d9,conscious,be aware of things,yes,1,843,3331,beetle,a beetle,K06,5.8784,NA,NA,NA,NA,run_01,7.247222222,m,yes,sambal,native hawaiian or other pacific islander
1,#f0d27e,morality,know what's nice and what's mean,yes,1,0,7874,robot,a robot,K07,3.624333333,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
2,#bae6c8,seeing,see things,yes,1,0,9269,robot,a robot,K07,3.624333333,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
3,#a9f2ce,conscious,be aware of things,kinda,0.5,0,4251,robot,a robot,K07,3.624333333,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
4,#cde8e2,thoughts,have thoughts,yes,1,0,7923,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
5,#ead1ec,love,feel love,yes,1,0,3873,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
6,#94ebda,recognizing,recognize somebody else,kinda,0.5,0,5331,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
7,#9be4c0,tired,feel tired,kinda,0.5,0,3042,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
8,#fdcc93,choices,make choices,yes,1,0,3618,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
9,#fde096,sounds,hear sounds,no,0,0,5497,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
10,#5ef2da,happy,feel happy,yes,1,0,3028,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
11,#c2e9f5,temperature,sense temperatures,yes,1,0,3583,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
12,#d1e48e,pleasure,feel pleasure -- like when something feels really good,yes,1,0,5931,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
13,#dedfa2,computations,do math,yes,1,0,6369,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
14,#f0d9a2,depressed,feel sad,yes,1,0,2578,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
15,#f3d0d9,guilt,feel guilty,yes,1,0,2872,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
16,#a7dcf9,joy,feel joy,yes,1,0,2418,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
17,#aceab4,communicating,communicate with somebody else,yes,1,0,3436,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
18,#f2e1bc,personality,have a personality -- like when someone is shy and somebody else is silly,yes,1,357,12517,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
19,#bfd6fa,nauseated,feel sick -- like when you feel like you might throw up,no,0,0,5452,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
20,#97eca5,goal,have goals -- like when you're working hard to do something or make something happen,yes,1,0,6602,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
21,#3eeaef,fear,feel scared,no,0,0,5395,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
22,#e3dbc8,reasoning,figure out how to do things,yes,1,0,4102,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
23,#b5eaa1,pain,feel pain,kinda,0.5,0,4783,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
24,#c3e5b5,remembering,remember things,yes,1,0,2730,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
25,#a9e7e4,pride,feel proud,yes,1,0,4128,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
26,#f2cdb9,odors,smell things,kinda,0.5,0,4186,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
27,#e3d3af,self_aware,be aware of itself,kinda,0.5,0,6383,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
28,#d5d0fa,safe,feel safe,yes,1,0,3111,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
29,#d0d9ae,depth,sense whether something is close by or far away,yes,1,0,3892,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
30,#bce98d,disrespected,get hurt feelings,kinda,0.5,0,4779,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
31,#64f8f4,beliefs,have beliefs -- like when you think something is true,yes,1,0,6194,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
32,#dee7bc,intentions,make plans,yes,1,0,3688,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
33,#d0e0c8,angry,get angry,yes,1,0,2451,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
34,#e3df8e,desires,have desires -- like when you really want something,yes,1,0,5034,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
35,#cae5a1,hungry,get hungry,yes,1,0,2176,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
36,#fddbd0,embarrassed,feel embarrassed,kinda,0.5,0,3723,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
37,#b4dbe7,emo_recog,understand how somebody else is feeling,yes,1,0,4538,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
38,#8cf2c3,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,yes,1,0,5162,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
39,#84eced,calm,feel calm,yes,1,0,2908,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
40,#f3c5fa,free_will,decide what to do,yes,1,0,3859,robot,a robot,K07,3.62435,NA,NA,NA,NA,run_01,8.033333333,f,yes,"english, spanish",hispanic or latino/a
1,#84eced,desires,have desires -- like when you really want something,no,0,0,28173,beetle,a beetle,K09,5.384333333,tech,kw,IDK,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
2,#3eeaef,temperature,sense temperatures,kinda,0.5,0,12391,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
3,#a9e7e4,pride,feel proud,yes,1,0,14862,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
4,#f2e1bc,thoughts,have thoughts,yes,1,0,4485,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
5,#b5eaa1,safe,feel safe,yes,1,0,8534,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
6,#cde8e2,remembering,remember things,kinda,0.5,0,6120,beetle,a beetle,K09,5.384333333,tech,kw,changed from yes to kinda,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
7,#d0e0c8,love,feel love,yes,1,0,11254,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
8,#bce98d,personality,have a personality -- like when someone is shy and somebody else is silly,no,0,0,9348,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
9,#bfd6fa,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,yes,1,0,9155,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
10,#aceab4,self_aware,be aware of itself,yes,1,0,6405,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
11,#d2dcee,hungry,get hungry,yes,1,0,3660,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
12,#bae6c8,recognizing,recognize somebody else,no,0,0,6078,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
13,#f0d9a2,seeing,see things,yes,1,0,5828,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
14,#d5d0fa,reasoning,figure out how to do things,kinda,0.5,0,7843,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
15,#c2e9f5,guilt,feel guilty,kinda,0.5,0,6870,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
16,#97eca5,conscious,be aware of things,yes,1,0,4778,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
17,#f2cdb9,tired,feel tired,yes,1,0,4728,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
18,#b4dbe7,odors,smell things,yes,1,0,5083,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
19,#d1e48e,depressed,feel sad,yes,1,0,3690,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
20,#f0d27e,calm,feel calm,yes,1,0,4839,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
21,#e3dbc8,computations,do math,no,0,0,5692,beetle,a beetle,K09,5.384333333,tech,kw,made a face,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
22,#fde096,depth,sense whether something is close by or far away,kinda,0.5,0,10649,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
23,#a9f2ce,pain,feel pain,yes,1,0,5724,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
24,#5ef2da,joy,feel joy,yes,1,0,5336,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
25,#fdcc93,choices,make choices,yes,1,0,4078,beetle,a beetle,K09,5.384333333,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
26,#64f8f4,free_will,decide what to do,yes,1,0,4996,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
27,#c3e5b5,communicating,communicate with somebody else,yes,1,0,6030,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
28,#e3d3af,beliefs,have beliefs -- like when you think something is true,no,0,0,11801,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
29,#79e3f9,goal,have goals -- like when you're working hard to do something or make something happen,yes,1,0,8504,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
30,#e3df8e,disrespected,get hurt feelings,yes,1,0,6591,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
31,#dedfa2,fear,feel scared,yes,1,0,6119,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
32,#d0d9ae,intentions,make plans,yes,1,0,5331,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
33,#ead1ec,sounds,hear sounds,kinda,0.5,0,3089,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
34,#a7dcf9,emo_recog,understand how somebody else is feeling,skip,NA,0,1369,beetle,a beetle,K09,5.38435,tech,kw,changed from yes to skip (clicked twice),NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
35,#f3d0d9,angry,get angry,yes,1,0,10490,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
36,#f3c5fa,happy,feel happy,yes,1,0,5260,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
37,#9be4c0,embarrassed,feel embarrassed,no,0,0,7038,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
38,#94ebda,morality,know what's nice and what's mean,kinda,0.5,0,7203,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
39,#dee7bc,nauseated,feel sick -- like when you feel like you might throw up,no,0,0,7327,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
40,#cae5a1,pleasure,feel pleasure -- like when something feels really good,yes,1,1127,7643,beetle,a beetle,K09,5.38435,tech,kw,,NA,run_01,7.986111111,f,yes,english,"hispanic or latino/a; native american, american indian, or alaska native; white, caucasian, or european american"
1,#cde8e2,morality,know what's nice and what's mean,no,0,6615,11609,beetle,a beetle,K10,3.590716667,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
2,#79e3f9,depth,sense whether something is close by or far away,kinda,0.5,6018,6237,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
3,#d1e48e,goal,have goals -- like when you're working hard to do something or make something happen,no,0,71730,15797,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
4,#5ef2da,disrespected,get hurt feelings,no,0,0,6021,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
5,#fde096,joy,feel joy,yes,1,0,3589,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
6,#d5d0fa,embarrassed,feel embarrassed,no,0,536,3791,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
7,#e3dbc8,angry,get angry,yes,1,0,2832,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
8,#f0d27e,emo_recog,understand how somebody else is feeling,kinda,0.5,0,6232,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
9,#f3c5fa,calm,feel calm,yes,1,0,4025,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
10,#f2e1bc,sounds,hear sounds,yes,1,0,3341,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
11,#e3d3af,reasoning,figure out how to do things,yes,1,567,6818,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
12,#dee7bc,love,feel love,yes,1,6691,9613,beetle,a beetle,K10,3.590733333,tech,kw,first said kinda,NA,run_01,9.25,f,yes,chinese,east asian
13,#f0d9a2,pleasure,feel pleasure -- like when something feels really good,yes,1,7469,14324,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
14,#9be4c0,intentions,make plans,yes,1,1,5179,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
15,#3eeaef,choices,make choices,kinda,0.5,0,4962,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
16,#d0d9ae,communicating,communicate with somebody else,yes,1,3495,4722,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
17,#a9e7e4,temperature,sense temperatures,yes,1,0,4770,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
18,#a7dcf9,pain,feel pain,yes,1,0,5453,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
19,#97eca5,pride,feel proud,kinda,0.5,0,4272,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
20,#c2e9f5,tired,feel tired,yes,1,273,3510,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
21,#b5eaa1,self_aware,be aware of itself,no,0,469,4436,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
22,#bce98d,guilt,feel guilty,kinda,0.5,1,5672,beetle,a beetle,K10,3.590733333,tech,kw,,NA,run_01,9.25,f,yes,chinese,east asian
